month_date_yyyymm,cbsa_code,cbsa_title,HouseholdRank,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,pending_listing_count,average_listing_price,total_listing_count
201812,36420,"oklahoma city, ok",41,234900,5626,73,1324,18,318890.3627,5644
201812,31140,"louisville/jefferson county, ky-in",42,249900,4017,64,1148,1613,325567.4794,5630
201812,32820,"memphis, tn-ms-ar",43,210000,3583,72,884,1558,257281.6265,5141
201812,35380,"new orleans-metairie, la",44,275000,4835,81,888,1539,382283.7456,6374
201812,40060,"richmond, va",45,309800,4094,65,972,2725,364609.2717,6819
201812,39580,"raleigh, nc",46,352290,5019,82,1232,1123,426286.8351,6142
201812,15380,"buffalo-cheektowaga-niagara falls, ny",47,179900,2026,61,696,59,250663.0881,2085
201812,25540,"hartford-west hartford-east hartford, ct",48,260000,5919,85,912,16,335722.5365,5935
201812,13820,"birmingham-hoover, al",49,224870,4388,88,956,890,297572.1292,5278
201812,40380,"rochester, ny",50,184900,2342,70,548,113,241552.3808,2455
201811,35620,"new york-newark-jersey city, ny-nj-pa",1,535000,78221,69.5,18124,7536,1059150.21,85757
201811,31080,"los angeles-long beach-anaheim, ca",2,736500,23808,44.5,9176,9736,1510053.233,33544
201811,16980,"chicago-naperville-elgin, il-in-wi",3,302000,37572,56,11836,14520,446263.4632,52092
201811,19100,"dallas-fort worth-arlington, tx",4,340000,22090,58.5,7840,9437,482667.669,31527
201811,26420,"houston-the woodlands-sugar land, tx",5,310000,28628,64,8696,9460,436139.3802,38088
201811,37980,"philadelphia-camden-wilmington, pa-nj-de-md",6,263522,22290,66,6568,1198,379520.887,23488
201811,47900,"washington-arlington-alexandria, dc-va-md-wv",7,444950,17351,51,6272,4259,636370.5125,21610
201811,33100,"miami-fort lauderdale-west palm beach, fl",8,398000,50349,86.5,12496,12581,908953.8507,62930
201811,12060,"atlanta-sandy springs-roswell, ga",9,319616,42986,55,14788,20119,433880.3764,63105
201811,14460,"boston-cambridge-newton, ma-nh",10,539450,11349,52,4136,1762,793403.6879,13111
201811,41860,"san francisco-oakland-hayward, ca",11,887000,6407,36.5,3168,3647,1453737.857,10054
201811,19820,"detroit-warren-dearborn, mi",12,225000,14783,47,6144,1430,318605.0884,16213
201811,38060,"phoenix-mesa-scottsdale, az",13,344226,16949,46,7352,7942,571403.5111,24891
201811,42660,"seattle-tacoma-bellevue, wa",14,550000,8718,45,3500,4108,778779.4209,12826
201811,33460,"minneapolis-st. paul-bloomington, mn-wi",15,349900,9666,51.5,3356,6075,461038.2107,15741
201811,40140,"riverside-san bernardino-ontario, ca",16,395000,17884,50,6240,6598,539105.8423,24482
201811,45300,"tampa-st. petersburg-clearwater, fl",17,266000,15786,57,5832,7671,387691.0666,23457
201811,41740,"san diego-carlsbad, ca",18,659500,7927,39,3464,282,1073768.61,8209
201811,41180,"st. louis, mo-il",19,211700,10186,69,2676,4741,292602.8006,14927
201811,19740,"denver-aurora-lakewood, co",20,475000,8139,44,3820,5350,639901.5968,13489
201811,12580,"baltimore-columbia-towson, md",21,310000,10903,59,3424,1284,396067.1782,12187
201811,38300,"pittsburgh, pa",22,176950,8145,78.5,1928,3865,272861.9268,12010
201811,38900,"portland-vancouver-hillsboro, or-wa",23,469900,8188,55.5,2700,254,592161.8304,8442
201811,16740,"charlotte-concord-gastonia, nc-sc",24,329925,9061,63,3064,3699,431871.3462,12760
201811,36740,"orlando-kissimmee-sanford, fl",25,303401.5,10650,62,3532,4853,436215.9792,15503
201811,17460,"cleveland-elyria, oh",26,184500,6689,65.5,2136,3329,271262.0258,10018
201811,41700,"san antonio-new braunfels, tx",27,290000,9838,67,3132,4229,386384.9921,14067
201811,17140,"cincinnati, oh-ky-in",28,246000,6981,56.5,2464,3720,326881.7971,10701
201811,40900,"sacramento--roseville--arden-arcade, ca",29,445500,6098,49.5,2424,3006,601937.1934,9104
201811,28140,"kansas city, mo-ks",30,289900,7209,62.5,2364,1233,355252.4144,8442
201811,18140,"columbus, oh",31,259945,4736,53,1940,2591,337651.2473,7327
201811,26900,"indianapolis-carmel-anderson, in",32,239900,6547,58,2228,1776,316283.057,8323
201811,29820,"las vegas-henderson-paradise, nv",33,319975,8499,43,3500,975,471545.9115,9474
201811,12420,"austin-round rock, tx",34,349900,8502,64,2464,2481,527988.1701,10983
201811,34980,"nashville-davidson--murfreesboro--franklin, tn",35,350491,9231,43.5,3812,2188,502059.733,11419
201811,41940,"san jose-sunnyvale-santa clara, ca",36,1081000,2116,37.5,1060,1179,1515218.171,3295
201811,47260,"virginia beach-norfolk-newport news, va-nc",37,279250,11051,64.5,2720,398,356638.9751,11449
201811,33340,"milwaukee-waukesha-west allis, wi",38,268200,3410,53.5,1108,1440,364442.6101,4850
201811,39300,"providence-warwick, ri-ma",39,349900,5852,57.5,1744,2144,531650.5226,7996
201811,27260,"jacksonville, fl",40,299700,9610,71,2664,4642,410487.991,14252
201811,36420,"oklahoma city, ok",41,236000,5965,61,1800,6,316357.6867,5971
201811,31140,"louisville/jefferson county, ky-in",42,255000,4268,53,1476,1814,345822.6783,6082
201811,32820,"memphis, tn-ms-ar",43,213900,3851,67,1256,1666,262930.6457,5517
201811,35380,"new orleans-metairie, la",44,279250,4913,75,1220,1784,387501.7489,6697
201811,40060,"richmond, va",45,308000,4499,57,1600,2973,370235.4011,7472
201811,39580,"raleigh, nc",46,354950,5299,73,1740,1383,430501.4669,6682
201811,15380,"buffalo-cheektowaga-niagara falls, ny",47,186750,2214,55.5,764,65,254781.6094,2279
201811,25540,"hartford-west hartford-east hartford, ct",48,267020,6647,74.5,1288,17,335464.4763,6664
201811,13820,"birmingham-hoover, al",49,224900,4693,80.5,1128,1076,298696.2861,5769
201811,40380,"rochester, ny",50,179900,2723,58,984,154,234875.8012,2877
201810,35620,"new york-newark-jersey city, ny-nj-pa",1,538000,81004,68.5,21908,7620,1047198.684,88624
201810,31080,"los angeles-long beach-anaheim, ca",2,747000,23792,41,10536,10549,1521261.037,34341
201810,16980,"chicago-naperville-elgin, il-in-wi",3,312000,39938,50.5,15112,16010,449145.48,55948
201810,19100,"dallas-fort worth-arlington, tx",4,342528,22515,57.5,8092,9766,481291.8105,32281
201810,26420,"houston-the woodlands-sugar land, tx",5,314900,29167,63.5,9472,9837,436158.7463,39004
201810,37980,"philadelphia-camden-wilmington, pa-nj-de-md",6,265000,23035,64,7764,1199,382154.4911,24234
201810,47900,"washington-arlington-alexandria, dc-va-md-wv",7,449945,18552,46.5,7904,4683,640386.2111,23235
201810,33100,"miami-fort lauderdale-west palm beach, fl",8,399000,48399,88.5,12520,13003,903098.3653,61402
201810,12060,"atlanta-sandy springs-roswell, ga",9,319822,43626,54,17196,20958,429159.3967,64584
201810,14460,"boston-cambridge-newton, ma-nh",10,549000,12027,44.5,5528,2004,794784.4442,14031
201810,41860,"san francisco-oakland-hayward, ca",11,899000,6745,31,4420,3916,1389529.878,10661
201810,19820,"detroit-warren-dearborn, mi",12,231592.5,15185,44.5,7108,1530,325596.2841,16715
201810,38060,"phoenix-mesa-scottsdale, az",13,341450,16047,44.5,7540,3465,553809.0849,19512
201810,42660,"seattle-tacoma-bellevue, wa",14,557000,9788,37.5,4568,4370,781836.1908,14158
201810,33460,"minneapolis-st. paul-bloomington, mn-wi",15,350000,10620,43,4652,6884,468683.0769,17504
201810,40140,"riverside-san bernardino-ontario, ca",16,396500,17664,48.5,6660,7234,531271.8439,24898
201810,45300,"tampa-st. petersburg-clearwater, fl",17,267950,15005,57.5,5732,8041,391479.8491,23046
201810,41740,"san diego-carlsbad, ca",18,668500,8010,36,4012,300,1086089.797,8310
201810,41180,"st. louis, mo-il",19,215000,10672,65.5,3628,5143,297274.0682,15815
201810,19740,"denver-aurora-lakewood, co",20,480000,8465,37.5,4448,5773,648423.4804,14238
201810,12580,"baltimore-columbia-towson, md",21,319450,11149,56,4152,1357,404207.4296,12506
201810,38300,"pittsburgh, pa",22,179949.5,8391,73,2404,4006,275025.623,12397
201810,38900,"portland-vancouver-hillsboro, or-wa",23,469995,8809,49.5,3428,272,590791.2633,9081
201810,16740,"charlotte-concord-gastonia, nc-sc",24,332994,9252,62.5,3460,3835,435525.5108,13087
201810,36740,"orlando-kissimmee-sanford, fl",25,308494.5,10518,60.5,3880,5151,446219.5343,15669
201810,17460,"cleveland-elyria, oh",26,185000,6840,65,2312,3576,269354.059,10416
201810,41700,"san antonio-new braunfels, tx",27,293494.5,9923,65,3140,4324,390825.0625,14247
201810,17140,"cincinnati, oh-ky-in",28,249900,7095,55.5,2872,4026,331171.8066,11121
201810,40900,"sacramento--roseville--arden-arcade, ca",29,449000,6459,45.5,2992,3179,609480.3744,9638
201810,28140,"kansas city, mo-ks",30,289950,7336,60.5,2844,1634,355398.5991,8970
201810,18140,"columbus, oh",31,264900,4960,51.5,2256,2809,341766.685,7769
201810,26900,"indianapolis-carmel-anderson, in",32,239900,6809,53.5,2912,1907,312862.9466,8716
201810,29820,"las vegas-henderson-paradise, nv",33,324450,8000,38,3752,1056,473331.7353,9056
201810,12420,"austin-round rock, tx",34,349979.5,8991,60.5,2944,2484,532484.3807,11475
201810,34980,"nashville-davidson--murfreesboro--franklin, tn",35,359750,9297,41.5,3948,2326,506001.674,11623
201810,41940,"san jose-sunnyvale-santa clara, ca",36,1096444,2194,30.5,1396,1281,1563906.26,3475
201810,47260,"virginia beach-norfolk-newport news, va-nc",37,279950,11409,64.5,3040,426,357803.7473,11835
201810,33340,"milwaukee-waukesha-west allis, wi",38,272400,3599,49,1500,1646,371563.5243,5245
201810,39300,"providence-warwick, ri-ma",39,357000,6035,54,2200,2404,532110.3305,8439
201810,27260,"jacksonville, fl",40,299950,9546,68,2928,4835,412634.5861,14381
201810,36420,"oklahoma city, ok",41,234700,5981,60.5,1848,6,313228.4779,5987
201810,31140,"louisville/jefferson county, ky-in",42,259900,4301,50,1788,2008,336269.5387,6309
201810,32820,"memphis, tn-ms-ar",43,217900,3897,64,1376,1759,268303.3078,5656
201810,35380,"new orleans-metairie, la",44,279900,4937,74.5,1412,1911,392644.8528,6848
201810,40060,"richmond, va",45,300897.5,4583,57.5,1616,3106,365996.4719,7689
201810,39580,"raleigh, nc",46,359450,5399,71,1836,1430,433325.3474,6829
201810,15380,"buffalo-cheektowaga-niagara falls, ny",47,189900,2411,48.5,976,64,259730.7429,2475
201810,25540,"hartford-west hartford-east hartford, ct",48,269900,6992,72.5,1548,14,334851.3103,7006
201810,13820,"birmingham-hoover, al",49,221465,4880,75.5,1352,1150,294456.5066,6030
201810,40380,"rochester, ny",50,182400,2932,51.5,1132,178,235801.1716,3110
201809,35620,"new york-newark-jersey city, ny-nj-pa",1,535000,80451,71,24292,7852,1040825.227,88303
201809,31080,"los angeles-long beach-anaheim, ca",2,749900,23035,40,10968,11006,1527206.786,34041
201809,16980,"chicago-naperville-elgin, il-in-wi",3,317900,40190,49,17064,17471,454841.585,57661
201809,19100,"dallas-fort worth-arlington, tx",4,345000,22381,53,8600,10598,482753.7787,32979
201809,26420,"houston-the woodlands-sugar land, tx",5,317000,29440,59,9132,10356,437883.2812,39796
201809,37980,"philadelphia-camden-wilmington, pa-nj-de-md",6,262000,22690,64,8484,1178,382071.9516,23868
201809,47900,"washington-arlington-alexandria, dc-va-md-wv",7,449901,18408,47,8404,4456,638915.6048,22864
201809,33100,"miami-fort lauderdale-west palm beach, fl",8,399000,46849,93,11512,13550,896519.6391,60399
201809,12060,"atlanta-sandy springs-roswell, ga",9,324900,41112,52,16664,22517,428939.9475,63629
201809,14460,"boston-cambridge-newton, ma-nh",10,549000,11777,45,6292,2021,801174.3791,13798
201809,41860,"san francisco-oakland-hayward, ca",11,899000,6528,27,4992,3828,1379942.961,10356
201809,19820,"detroit-warren-dearborn, mi",12,239900,15251,40,7288,1758,334590.1882,17009
201809,38060,"phoenix-mesa-scottsdale, az",13,345000,14642,48,7136,3646,549891.7727,18288
201809,42660,"seattle-tacoma-bellevue, wa",14,549950,9595,36,5552,4733,781132.2085,14328
201809,33460,"minneapolis-st. paul-bloomington, mn-wi",15,349900,10668,43,5532,7675,462729.7879,18343
201809,40140,"riverside-san bernardino-ontario, ca",16,399000,17233,48,6700,7730,526957.4185,24963
201809,45300,"tampa-st. petersburg-clearwater, fl",17,266500,14472,59,5572,8172,388604.4006,22644
201809,41740,"san diego-carlsbad, ca",18,675000,7928,36,4232,323,1113817.286,8251
201809,41180,"st. louis, mo-il",19,217900,10573,63,3652,5481,300256.9136,16054
201809,19740,"denver-aurora-lakewood, co",20,492400,8274,37,4976,6159,667176.7876,14433
201809,12580,"baltimore-columbia-towson, md",21,319900,11052,54,4076,1481,406736.0164,12533
201809,38300,"pittsburgh, pa",22,184900,8253,70,2468,4296,277387.2568,12549
201809,38900,"portland-vancouver-hillsboro, or-wa",23,474900,9072,45,4108,292,594087.7399,9364
201809,16740,"charlotte-concord-gastonia, nc-sc",24,339759,9056,58,3352,4346,444488.9254,13402
201809,36740,"orlando-kissimmee-sanford, fl",25,310000,10082,62,3716,5445,450651.9237,15527
201809,17460,"cleveland-elyria, oh",26,185000,6868,60,2448,3834,271506.5718,10702
201809,41700,"san antonio-new braunfels, tx",27,292500,10029,60,3056,4542,390716.2652,14571
201809,17140,"cincinnati, oh-ky-in",28,255000,6996,51,2948,4516,336102.8167,11512
201809,40900,"sacramento--roseville--arden-arcade, ca",29,449800,6587,42,3328,3371,615679.1267,9958
201809,28140,"kansas city, mo-ks",30,290000,7150,58,2960,1823,361553.5332,8973
201809,18140,"columbus, oh",31,272900,4924,45,2400,3039,347597.3965,7963
201809,26900,"indianapolis-carmel-anderson, in",32,249900,6536,51,2972,2028,323678.9313,8564
201809,29820,"las vegas-henderson-paradise, nv",33,330000,7101,36,3744,1078,485528.9481,8179
201809,12420,"austin-round rock, tx",34,358915,8975,57,2948,2770,537676.8288,11745
201809,34980,"nashville-davidson--murfreesboro--franklin, tn",35,364900,8956,38,4376,2445,509409.2246,11401
201809,41940,"san jose-sunnyvale-santa clara, ca",36,1129000,2101,30,1712,1217,1610042.352,3318
201809,47260,"virginia beach-norfolk-newport news, va-nc",37,284900,11392,64,3292,485,359412.8215,11877
201809,33340,"milwaukee-waukesha-west allis, wi",38,274900,3609,45,1576,1845,374174.4737,5454
201809,39300,"providence-warwick, ri-ma",39,367900,5875,51,2504,2574,543806.4245,8449
201809,27260,"jacksonville, fl",40,306990,9300,67,2824,5148,415763.0563,14448
201809,36420,"oklahoma city, ok",41,234357,6093,59,1984,9,309749.2223,6102
201809,31140,"louisville/jefferson county, ky-in",42,265000,4112,46,1912,2197,342313.1392,6309
201809,32820,"memphis, tn-ms-ar",43,214999,3892,63,1416,1943,265731.1772,5835
201809,35380,"new orleans-metairie, la",44,279500,4896,72,1336,2005,392373.9613,6901
201809,40060,"richmond, va",45,307610,4516,56,1824,3240,371816.0129,7756
201809,39580,"raleigh, nc",46,366560,5155,67,2020,1646,444302.0509,6801
201809,15380,"buffalo-cheektowaga-niagara falls, ny",47,198000,2415,45,1140,70,264551.5188,2485
201809,25540,"hartford-west hartford-east hartford, ct",48,269900,7064,70,1672,13,332720.5105,7077
201809,13820,"birmingham-hoover, al",49,225900,4927,69,1400,1218,300933.54,6145
201809,40380,"rochester, ny",50,189900,3008,48,1188,189,240764.5395,3197
201808,35620,"new york-newark-jersey city, ny-nj-pa",1,532450,79604,67,21540,8078,1037014.839,87682
201808,31080,"los angeles-long beach-anaheim, ca",2,764250,22045,37,11396,11483,1557256.286,33528
201808,16980,"chicago-naperville-elgin, il-in-wi",3,319950,39500,47,17228,18981,460730.8963,58481
201808,19100,"dallas-fort worth-arlington, tx",4,349976,22477,47.5,9112,11623,485959.6461,34100
201808,26420,"houston-the woodlands-sugar land, tx",5,319450,29961,54,10536,11362,439384.6834,41323
201808,37980,"philadelphia-camden-wilmington, pa-nj-de-md",6,262450,22361,62.5,7864,1366,382672.8909,23727
201808,47900,"washington-arlington-alexandria, dc-va-md-wv",7,449950,17780,46,8184,4879,640771.5439,22659
201808,33100,"miami-fort lauderdale-west palm beach, fl",8,399180,46482,93,11256,14457,898554.9023,60939
201808,12060,"atlanta-sandy springs-roswell, ga",9,325000,40529,49,17912,23466,437793.2345,63995
201808,14460,"boston-cambridge-newton, ma-nh",10,547957.5,10502,47,5400,2178,818351.161,12680
201808,41860,"san francisco-oakland-hayward, ca",11,889250,5431,28.5,4252,3961,1366298.642,9392
201808,19820,"detroit-warren-dearborn, mi",12,244900,14605,36.5,8192,333,335573.276,14938
201808,38060,"phoenix-mesa-scottsdale, az",13,345700,14406,49,7080,3506,550668.6382,17912
201808,42660,"seattle-tacoma-bellevue, wa",14,554500,8492,30.5,5576,5334,796037.8679,13826
201808,33460,"minneapolis-st. paul-bloomington, mn-wi",15,349950,10199,40,6096,8541,468240.1244,18740
201808,40140,"riverside-san bernardino-ontario, ca",16,399250,16788,46.5,6976,7934,532171.3181,24722
201808,45300,"tampa-st. petersburg-clearwater, fl",17,271445,14157,58.5,5452,8486,396808.2356,22643
201808,41740,"san diego-carlsbad, ca",18,682450,7627,31,4332,321,1160714.05,7948
201808,41180,"st. louis, mo-il",19,219900,10555,58,3920,5778,303166.1323,16333
201808,19740,"denver-aurora-lakewood, co",20,495826.5,7798,34.5,4996,6635,676107.7134,14433
201808,12580,"baltimore-columbia-towson, md",21,325000,10670,52.5,4272,1648,415867.7639,12318
201808,38300,"pittsburgh, pa",22,185950,8144,64.5,2568,4658,280173.8107,12802
201808,38900,"portland-vancouver-hillsboro, or-wa",23,479925,8773,37.5,4472,291,604523.1678,9064
201808,16740,"charlotte-concord-gastonia, nc-sc",24,340000,9184,53.5,3844,4544,445380.5132,13728
201808,36740,"orlando-kissimmee-sanford, fl",25,317950,9801,60,3696,5785,460708.2635,15586
201808,17460,"cleveland-elyria, oh",26,189250,6822,54.5,2696,4162,273301.3572,10984
201808,41700,"san antonio-new braunfels, tx",27,299000,10233,56,3824,4933,393829.1099,15166
201808,17140,"cincinnati, oh-ky-in",28,259495,6806,47.5,3120,4964,339923.3183,11770
201808,40900,"sacramento--roseville--arden-arcade, ca",29,454900,6422,38,3752,3833,627300.609,10255
201808,28140,"kansas city, mo-ks",30,289975,6938,52.5,3028,2075,362072.1392,9013
201808,18140,"columbus, oh",31,279950,4795,38,2788,3310,355053.407,8105
201808,26900,"indianapolis-carmel-anderson, in",32,252745,6290,47.5,3268,2108,328065.3376,8398
201808,29820,"las vegas-henderson-paradise, nv",33,337000,6160,33.5,3960,111,497895.1563,6271
201808,12420,"austin-round rock, tx",34,361162,8939,51.5,3332,3063,538383.8846,12002
201808,34980,"nashville-davidson--murfreesboro--franklin, tn",35,369900,8257,36.5,4368,2501,520641.4155,10758
201808,41940,"san jose-sunnyvale-santa clara, ca",36,1165000,1878,28.5,1464,1310,1632795.977,3188
201808,47260,"virginia beach-norfolk-newport news, va-nc",37,284945,11591,59.5,3508,555,358801.309,12146
201808,33340,"milwaukee-waukesha-west allis, wi",38,284950,3436,43.5,1776,2104,380222.8538,5540
201808,39300,"providence-warwick, ri-ma",39,369900,5622,50,2472,2629,551338.1063,8251
201808,27260,"jacksonville, fl",40,311382.5,9280,64.5,3044,5263,422825.0341,14543
201808,36420,"oklahoma city, ok",41,234200,6314,57.5,1984,7,308890.4391,6321
201808,31140,"louisville/jefferson county, ky-in",42,264950,3934,44,2008,2521,341043.6763,6455
201808,32820,"memphis, tn-ms-ar",43,214950,3881,58,1536,1981,265390.393,5862
201808,35380,"new orleans-metairie, la",44,282000,4996,70.5,1428,2094,394478.5492,7090
201808,40060,"richmond, va",45,314195,4455,52,1840,3496,376191.5926,7951
201808,39580,"raleigh, nc",46,369900,5024,65,2056,1701,448376.8857,6725
201808,15380,"buffalo-cheektowaga-niagara falls, ny",47,195000,2385,38.5,1240,72,264028.7192,2457
201808,25540,"hartford-west hartford-east hartford, ct",48,269900,7086,62.5,1652,17,336177.7872,7103
201808,13820,"birmingham-hoover, al",49,231019,4980,65.5,1576,1400,301568.9166,6380
201808,40380,"rochester, ny",50,189450,3054,45,1412,188,243676.6707,3242
201807,35620,"new york-newark-jersey city, ny-nj-pa",1,549000,80430,62.5,23340,8353,1089657.131,88783
201807,31080,"los angeles-long beach-anaheim, ca",2,789900,21054,36,11668,8263,1619973.148,29317
201807,16980,"chicago-naperville-elgin, il-in-wi",3,327250,38396,44,18600,21077,472817.1515,59473
201807,19100,"dallas-fort worth-arlington, tx",4,366000,22140,42,10412,12709,511215.2803,34849
201807,26420,"houston-the woodlands-sugar land, tx",5,323652,29521,51.5,11276,11812,446628.806,41333
201807,37980,"philadelphia-camden-wilmington, pa-nj-de-md",6,269450,22357,59.5,8268,1432,387803.4563,23789
201807,47900,"washington-arlington-alexandria, dc-va-md-wv",7,465280,17705,44,8756,5399,660567.6004,23104
201807,33100,"miami-fort lauderdale-west palm beach, fl",8,399900,46868,91.5,11048,15098,905893.3088,61966
201807,12060,"atlanta-sandy springs-roswell, ga",9,331662,39775,45.5,17968,25804,442212.8856,65579
201807,14460,"boston-cambridge-newton, ma-nh",10,556997.5,10475,44,5544,2402,844755.898,12877
201807,41860,"san francisco-oakland-hayward, ca",11,922000,5237,29,4588,4188,1503147.98,9425
201807,19820,"detroit-warren-dearborn, mi",12,249949.5,13288,37,8620,332,347883.7438,13620
201807,38060,"phoenix-mesa-scottsdale, az",13,349950,14142,49,6368,4175,563850.1646,18317
201807,42660,"seattle-tacoma-bellevue, wa",14,568762.5,7524,29,6040,5809,825909.448,13333
201807,33460,"minneapolis-st. paul-bloomington, mn-wi",15,359500,9614,39.5,6116,9168,477065.7549,18782
201807,40140,"riverside-san bernardino-ontario, ca",16,399850,16445,44,6904,4530,542236.7107,20975
201807,45300,"tampa-st. petersburg-clearwater, fl",17,274950,13975,58,5712,8887,398934.2282,22862
201807,41740,"san diego-carlsbad, ca",18,699000,7093,31.5,4396,224,1179705.215,7317
201807,41180,"st. louis, mo-il",19,219900,10319,57,4224,6191,306241.532,16510
201807,19740,"denver-aurora-lakewood, co",20,502495,7467,30,5344,7023,694151.3965,14490
201807,12580,"baltimore-columbia-towson, md",21,329495,10560,50,4396,1750,419619.9217,12310
201807,38300,"pittsburgh, pa",22,187700,7952,60,2796,4934,283957.0948,12886
201807,38900,"portland-vancouver-hillsboro, or-wa",23,485950,8236,37,4796,265,616566.2433,8501
201807,16740,"charlotte-concord-gastonia, nc-sc",24,347000,8958,52.5,4056,4770,453195.2172,13728
201807,36740,"orlando-kissimmee-sanford, fl",25,317495,9707,59,4068,6104,463190.156,15811
201807,17460,"cleveland-elyria, oh",26,190000,6439,53,2956,4562,278387.9724,11001
201807,41700,"san antonio-new braunfels, tx",27,299900,9932,53,3952,5367,397466.591,15299
201807,17140,"cincinnati, oh-ky-in",28,269900,6525,45,3212,5176,348470.4629,11701
201807,40900,"sacramento--roseville--arden-arcade, ca",29,459450,6088,36.5,3688,3983,638414.7542,10071
201807,28140,"kansas city, mo-ks",30,294500,6641,50.5,3344,2141,364815.2454,8782
201807,18140,"columbus, oh",31,297000,4409,39.5,2960,3382,370910.9979,7791
201807,26900,"indianapolis-carmel-anderson, in",32,264350,6013,45,3380,2187,337835.1801,8200
201807,29820,"las vegas-henderson-paradise, nv",33,347245,5376,35,3396,108,526580.6438,5484
201807,12420,"austin-round rock, tx",34,367950,8786,50,3728,3401,552525.3596,12187
201807,34980,"nashville-davidson--murfreesboro--franklin, tn",35,369952.5,8004,36,4216,2517,527049.871,10521
201807,41940,"san jose-sunnyvale-santa clara, ca",36,1199000,1759,25.5,1644,1336,1699891.475,3095
201807,47260,"virginia beach-norfolk-newport news, va-nc",37,284900,11611,55.5,3476,574,360169.8111,12185
201807,33340,"milwaukee-waukesha-west allis, wi",38,292400,3194,43,1916,2260,391141.5812,5454
201807,39300,"providence-warwick, ri-ma",39,374700,5378,46,2608,2677,563447.5107,8055
201807,27260,"jacksonville, fl",40,315000,9326,64,3296,5458,425259.402,14784
201807,36420,"oklahoma city, ok",41,237277.5,6224,53,2192,8,313348.1572,6232
201807,31140,"louisville/jefferson county, ky-in",42,265400,3844,43.5,1868,2580,339889.5541,6424
201807,32820,"memphis, tn-ms-ar",43,214950,3887,52,1736,2027,266136.8305,5914
201807,35380,"new orleans-metairie, la",44,279450,4995,67.5,1528,2185,394576.2757,7180
201807,40060,"richmond, va",45,319995,4277,51,1912,3925,385145.2051,8202
201807,39580,"raleigh, nc",46,369900,4926,63,2056,1827,449749.625,6753
201807,15380,"buffalo-cheektowaga-niagara falls, ny",47,196249.5,2218,34.5,1320,72,264549.368,2290
201807,25540,"hartford-west hartford-east hartford, ct",48,274900,7100,56,1840,18,339169.8342,7118
201807,13820,"birmingham-hoover, al",49,234200,4910,66,1656,1492,303746.1067,6402
201807,40380,"rochester, ny",50,189900,2947,40,1456,182,247091.0179,3129
201806,35620,"new york-newark-jersey city, ny-nj-pa",1,549000,79781,53,25740,8478,1100383.707,88259
201806,31080,"los angeles-long beach-anaheim, ca",2,799000,19474,33,11824,8908,1655237.941,28382
201806,16980,"chicago-naperville-elgin, il-in-wi",3,334900,36277,42,19304,23272,483070.053,59549
201806,19100,"dallas-fort worth-arlington, tx",4,374900,20226,42,11572,13260,525428.8843,33486
201806,26420,"houston-the woodlands-sugar land, tx",5,329000,28189,45,11836,12687,455055.8135,40876
201806,37980,"philadelphia-camden-wilmington, pa-nj-de-md",6,269000,22210,53,9068,1576,388388.7394,23786
201806,47900,"washington-arlington-alexandria, dc-va-md-wv",7,475000,17312,39,9740,6283,678670.925,23595
201806,33100,"miami-fort lauderdale-west palm beach, fl",8,399999,47153,89,11488,16206,911851.7639,63359
201806,12060,"atlanta-sandy springs-roswell, ga",9,339900,36827,45,19304,27435,451066.5335,64262
201806,14460,"boston-cambridge-newton, ma-nh",10,575000,10569,33,7584,2685,870299.0304,13254
201806,41860,"san francisco-oakland-hayward, ca",11,980000,4863,24,5000,4619,1585169.654,9482
201806,19820,"detroit-warren-dearborn, mi",12,251990,12037,36,8004,330,353194.615,12367
201806,38060,"phoenix-mesa-scottsdale, az",13,359900,14461,48,7188,4688,592643.8832,19149
201806,42660,"seattle-tacoma-bellevue, wa",14,579800,6144,23,6752,6433,863046.6105,12577
201806,33460,"minneapolis-st. paul-bloomington, mn-wi",15,367500,8946,37,6404,9659,486859.5399,18605
201806,40140,"riverside-san bernardino-ontario, ca",16,399900,15746,43,7484,4853,569332.2391,20599
201806,45300,"tampa-st. petersburg-clearwater, fl",17,276090,13811,56,5856,9470,402505.9221,23281
201806,41740,"san diego-carlsbad, ca",18,708960,6503,30,4344,227,1209654.215,6730
201806,41180,"st. louis, mo-il",19,220000,9791,54,4316,6544,311515.4838,16335
201806,19740,"denver-aurora-lakewood, co",20,525000,6741,25,5976,7422,721026.8031,14163
201806,12580,"baltimore-columbia-towson, md",21,329900,10270,45,4764,1948,420240.1286,12218
201806,38300,"pittsburgh, pa",22,189000,7687,58,3036,4998,285803.363,12685
201806,38900,"portland-vancouver-hillsboro, or-wa",23,495000,7252,32,4776,255,627898.0558,7507
201806,16740,"charlotte-concord-gastonia, nc-sc",24,353900,8566,50,4032,5035,464784.1523,13601
201806,36740,"orlando-kissimmee-sanford, fl",25,319000,9283,58,3784,6506,466380.0816,15789
201806,17460,"cleveland-elyria, oh",26,197990,5963,52,2884,4798,284627.5811,10761
201806,41700,"san antonio-new braunfels, tx",27,304939,9546,51,4028,5615,401596.0798,15161
201806,17140,"cincinnati, oh-ky-in",28,272500,6073,43,3280,5400,351427.1334,11473
201806,40900,"sacramento--roseville--arden-arcade, ca",29,468000,5684,35,3860,4144,642469.0493,9828
201806,28140,"kansas city, mo-ks",30,297950,6278,47,3520,2258,366459.0069,8536
